record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 10041,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 4122,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 26512,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 16393,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 25150,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 11088,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 6830,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 12018,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 14801,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 1252,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 7056,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 22683,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 13973,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 13383,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 2502,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 20237,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 6769,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 27106,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 15223,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 23453,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 24759,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 26487,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 28469,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 8899,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 24841,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 22870,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 1124,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 27706,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 21765,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 15641,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 23390,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 27192,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 21219,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 2972,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 25314,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 7012,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 12798,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 382,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 10668,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 10065,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 11480,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 2422,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 2321,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 15988,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 21532,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 21009,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 16954,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 7554,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 24043,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 16835,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 1118,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 5101,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 22213,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 4671,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 27391,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 15852,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 2548,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 23495,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 1645,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 6845,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 26309,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 22040,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 19033,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 3709,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 28115,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 25644,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 7100,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 29590,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 20235,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 6766,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 6213,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 27555,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 8724,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 2270,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 4820,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 4567,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 28952,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 15531,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 26074,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 7141,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 14201,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 4710,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 4972,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 6189,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 19313,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 21098,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 3066,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 8185,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 7117,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 21200,OUTLIER_VALUE,Field 'selling_price_aed' had value '5277.5',Corrected to 1104.935
sales | order_id: 27336,OUTLIER_VALUE,Field 'selling_price_aed' had value '5264.0',Corrected to 1104.935
sales | order_id: 26486,OUTLIER_VALUE,Field 'selling_price_aed' had value '5249.8',Corrected to 1104.935
sales | order_id: 23919,OUTLIER_VALUE,Field 'selling_price_aed' had value '1261.9',Corrected to 1104.935
sales | order_id: 20189,OUTLIER_VALUE,Field 'selling_price_aed' had value '2840.7',Corrected to 1104.935
sales | order_id: 6165,OUTLIER_VALUE,Field 'selling_price_aed' had value '4424.599999999999',Corrected to 1104.935
sales | order_id: 12026,OUTLIER_VALUE,Field 'selling_price_aed' had value '1805.7',Corrected to 1104.935
sales | order_id: 23776,OUTLIER_VALUE,Field 'selling_price_aed' had value '5422.1',Corrected to 1104.935
sales | order_id: 1496,OUTLIER_VALUE,Field 'selling_price_aed' had value '5068.6',Corrected to 1104.935
sales | order_id: 12442,OUTLIER_VALUE,Field 'selling_price_aed' had value '6593.9',Corrected to 1104.935
sales | order_id: 25254,OUTLIER_VALUE,Field 'selling_price_aed' had value '1229.5',Corrected to 1104.935
sales | order_id: 4056,OUTLIER_VALUE,Field 'selling_price_aed' had value '6075.1',Corrected to 1104.935
sales | order_id: 18029,OUTLIER_VALUE,Field 'selling_price_aed' had value '2295.7',Corrected to 1104.935
sales | order_id: 27412,OUTLIER_VALUE,Field 'selling_price_aed' had value '2183.5',Corrected to 1104.935
sales | order_id: 3738,OUTLIER_VALUE,Field 'selling_price_aed' had value '5608.7',Corrected to 1104.935
sales | order_id: 26646,OUTLIER_VALUE,Field 'selling_price_aed' had value '2731.8',Corrected to 1104.935
sales | order_id: 28717,OUTLIER_VALUE,Field 'selling_price_aed' had value '5280.5',Corrected to 1104.935
sales | order_id: 4755,OUTLIER_VALUE,Field 'selling_price_aed' had value '7151.4',Corrected to 1104.935
sales | order_id: 20897,OUTLIER_VALUE,Field 'selling_price_aed' had value '3427.4',Corrected to 1104.935
sales | order_id: 1130,OUTLIER_VALUE,Field 'selling_price_aed' had value '3999.9',Corrected to 1104.935
sales | order_id: 12427,OUTLIER_VALUE,Field 'selling_price_aed' had value '4849.700000000001',Corrected to 1104.935
sales | order_id: 21756,OUTLIER_VALUE,Field 'selling_price_aed' had value '1261.9',Corrected to 1104.935
sales | order_id: 8192,OUTLIER_VALUE,Field 'selling_price_aed' had value '2909.4',Corrected to 1104.935
sales | order_id: 4075,OUTLIER_VALUE,Field 'selling_price_aed' had value '6060.0',Corrected to 1104.935
sales | order_id: 19725,OUTLIER_VALUE,Field 'selling_price_aed' had value '4338.3',Corrected to 1104.935
sales | order_id: 25686,OUTLIER_VALUE,Field 'selling_price_aed' had value '4159.4',Corrected to 1104.935
sales | order_id: 19379,OUTLIER_VALUE,Field 'selling_price_aed' had value '4031.5',Corrected to 1104.935
sales | order_id: 23415,OUTLIER_VALUE,Field 'selling_price_aed' had value '3760.9',Corrected to 1104.935
sales | order_id: 14417,OUTLIER_VALUE,Field 'selling_price_aed' had value '5125.4',Corrected to 1104.935
sales | order_id: 17038,OUTLIER_VALUE,Field 'selling_price_aed' had value '6567.1',Corrected to 1104.935
sales | order_id: 17029,OUTLIER_VALUE,Field 'selling_price_aed' had value '2211.7',Corrected to 1104.935
sales | order_id: 21843,OUTLIER_VALUE,Field 'selling_price_aed' had value '4565.0',Corrected to 1104.935
sales | order_id: 26216,OUTLIER_VALUE,Field 'selling_price_aed' had value '6924.099999999999',Corrected to 1104.935
sales | order_id: 11254,OUTLIER_VALUE,Field 'selling_price_aed' had value '1376.9',Corrected to 1104.935
sales | order_id: 22966,OUTLIER_VALUE,Field 'selling_price_aed' had value '3016.0',Corrected to 1104.935
sales | order_id: 470,OUTLIER_VALUE,Field 'selling_price_aed' had value '1779.6',Corrected to 1104.935
sales | order_id: 16350,OUTLIER_VALUE,Field 'selling_price_aed' had value '3085.7999999999997',Corrected to 1104.935
sales | order_id: 12257,OUTLIER_VALUE,Field 'selling_price_aed' had value '4145.5',Corrected to 1104.935
sales | order_id: 4557,OUTLIER_VALUE,Field 'selling_price_aed' had value '2442.7000000000003',Corrected to 1104.935
sales | order_id: 2163,OUTLIER_VALUE,Field 'selling_price_aed' had value '2370.8',Corrected to 1104.935
sales | order_id: 8357,OUTLIER_VALUE,Field 'selling_price_aed' had value '5038.5',Corrected to 1104.935
sales | order_id: 9137,OUTLIER_VALUE,Field 'selling_price_aed' had value '4164.700000000001',Corrected to 1104.935
sales | order_id: 3214,OUTLIER_VALUE,Field 'selling_price_aed' had value '7527.799999999999',Corrected to 1104.935
sales | order_id: 1301,OUTLIER_VALUE,Field 'selling_price_aed' had value '1538.1',Corrected to 1104.935
sales | order_id: 15769,OUTLIER_VALUE,Field 'selling_price_aed' had value '3788.4',Corrected to 1104.935
sales | order_id: 21435,OUTLIER_VALUE,Field 'selling_price_aed' had value '3932.6',Corrected to 1104.935
sales | order_id: 23906,OUTLIER_VALUE,Field 'selling_price_aed' had value '1536.4',Corrected to 1104.935
sales | order_id: 20504,OUTLIER_VALUE,Field 'selling_price_aed' had value '7242.9',Corrected to 1104.935
sales | order_id: 29256,OUTLIER_VALUE,Field 'selling_price_aed' had value '7097.9',Corrected to 1104.935
sales | order_id: 15518,OUTLIER_VALUE,Field 'selling_price_aed' had value '4668.9',Corrected to 1104.935
sales | order_id: 27314,OUTLIER_VALUE,Field 'selling_price_aed' had value '1399.7',Corrected to 1104.935
sales | order_id: 9189,OUTLIER_VALUE,Field 'selling_price_aed' had value '1885.7',Corrected to 1104.935
sales | order_id: 19953,OUTLIER_VALUE,Field 'selling_price_aed' had value '6170.1',Corrected to 1104.935
sales | order_id: 29622,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16897,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7888,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2733,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16364,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29793,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10472,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27162,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29286,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8375,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28853,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7728,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21824,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3250,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23675,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22937,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24104,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16533,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23658,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19357,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4173,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4686,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8179,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27853,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4633,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9117,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8414,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21811,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18199,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24786,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25318,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23874,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4855,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6989,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9254,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10235,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19913,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2167,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8545,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 771,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5846,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 199,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6491,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6997,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7785,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2077,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12108,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17659,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10368,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22649,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 323,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10459,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6565,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17956,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19565,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22431,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24145,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19160,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17934,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23126,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17953,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12088,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26810,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14791,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25061,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14263,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14282,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28141,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10777,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21990,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3571,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1302,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23968,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19887,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16385,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26908,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18579,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9205,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21860,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28577,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8400,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22417,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10645,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8982,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 30,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4938,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6432,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11721,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19724,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23953,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25412,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15870,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23662,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10625,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20858,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 653,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25731,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25200,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13472,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29379,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13258,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1372,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17380,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14769,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23992,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16935,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23140,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1768,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13492,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21471,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11333,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21334,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7127,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22227,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1665,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19750,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8841,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19552,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3794,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6754,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3525,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10879,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28770,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23401,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 409,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1852,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7400,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9765,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9742,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2194,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9063,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17965,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24996,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5092,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5485,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10688,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14928,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18667,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7461,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6941,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21743,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25948,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17769,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6040,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5727,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29264,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8967,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5347,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6466,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10358,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4348,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6272,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13079,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13419,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2940,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28741,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 447,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
